acceleration,pas_du_temps
 0.583259E-06,0
 0.495260E-06,0.025
 0.545788E-06,0.05
 0.437922E-06,0.07500000000000001
 0.562540E-06,0.1
 0.475120E-06,0.125
 0.490581E-06,0.15
 0.459750E-06,0.175
 0.426371E-06,0.19999999999999998
 0.493810E-06,0.22499999999999998
 0.406911E-06,0.24999999999999997
 0.467242E-06,0.27499999999999997
 0.680120E-06,0.3
 0.478531E-06,0.325
 0.737782E-06,0.35000000000000003
 0.792261E-06,0.37500000000000006
 0.656064E-06,0.4000000000000001
 0.121622E-05,0.4250000000000001
 0.977570E-06,0.4500000000000001
 0.190612E-05,0.47500000000000014
 0.255627E-05,0.5000000000000001
 0.284981E-05,0.5250000000000001
 0.348946E-05,0.5500000000000002
 0.348132E-05,0.5750000000000002
 0.422770E-05,0.6000000000000002
 0.296936E-05,0.6250000000000002
 0.369853E-05,0.6500000000000002
 0.268237E-05,0.6750000000000003
 0.253485E-05,0.7000000000000003
 0.383261E-05,0.7250000000000003
 0.452028E-05,0.7500000000000003
 0.228556E-05,0.7750000000000004
-0.126420E-07,0.8000000000000004
 0.862428E-06,0.8250000000000004
 0.481327E-06,0.8500000000000004
 0.222676E-05,0.8750000000000004
-0.595719E-06,0.9000000000000005
-0.549517E-06,0.9250000000000005
 0.347700E-06,0.9500000000000005
-0.467980E-05,0.9750000000000005
-0.137152E-06,1.0000000000000004
 0.462660E-06,1.0250000000000004
-0.943510E-06,1.0500000000000003
-0.155333E-05,1.0750000000000002
-0.288501E-05,1.1
-0.994896E-06,1.125
-0.159775E-05,1.15
-0.261505E-05,1.1749999999999998
-0.303157E-05,1.1999999999999997
-0.813586E-06,1.2249999999999996
-0.230839E-05,1.2499999999999996
 0.697582E-06,1.2749999999999995
 0.154287E-05,1.2999999999999994
-0.276286E-05,1.3249999999999993
 0.509226E-05,1.3499999999999992
 0.796890E-05,1.3749999999999991
 0.106244E-04,1.399999999999999
 0.217224E-05,1.424999999999999
 0.556756E-05,1.4499999999999988
 0.151253E-04,1.4749999999999988
 0.125573E-04,1.4999999999999987
 0.118931E-04,1.5249999999999986
 0.102724E-04,1.5499999999999985
 0.507243E-05,1.5749999999999984
 0.133914E-05,1.5999999999999983
 0.512337E-05,1.6249999999999982
 0.120399E-05,1.6499999999999981
 0.924128E-05,1.674999999999998
-0.528198E-05,1.699999999999998
 0.287291E-05,1.7249999999999979
 0.135567E-04,1.7499999999999978
 0.536752E-05,1.7749999999999977
 0.828047E-05,1.7999999999999976
-0.277378E-05,1.8249999999999975
