acceleration,pas_du_temps
-0.179298E-05,0
-0.198970E-05,0.025
-0.225591E-05,0.05
-0.245554E-05,0.07500000000000001
-0.270229E-05,0.1
-0.287960E-05,0.125
-0.308810E-05,0.15
-0.344244E-05,0.175
-0.351083E-05,0.19999999999999998
-0.349764E-05,0.22499999999999998
-0.407626E-05,0.24999999999999997
-0.410855E-05,0.27499999999999997
-0.464297E-05,0.3
-0.468639E-05,0.325
-0.484483E-05,0.35000000000000003
-0.488180E-05,0.37500000000000006
-0.562559E-05,0.4000000000000001
-0.533582E-05,0.4250000000000001
-0.525260E-05,0.4500000000000001
-0.564959E-05,0.47500000000000014
-0.627833E-05,0.5000000000000001
-0.739005E-05,0.5250000000000001
-0.668053E-05,0.5500000000000002
-0.889817E-05,0.5750000000000002
-0.718486E-05,0.6000000000000002
-0.699351E-05,0.6250000000000002
-0.854093E-05,0.6500000000000002
-0.857217E-05,0.6750000000000003
-0.931013E-05,0.7000000000000003
-0.803939E-05,0.7250000000000003
-0.958445E-05,0.7500000000000003
-0.870223E-05,0.7750000000000004
-0.403775E-05,0.8000000000000004
-0.521741E-05,0.8250000000000004
-0.606769E-05,0.8500000000000004
-0.195851E-05,0.8750000000000004
-0.493155E-05,0.9000000000000005
-0.197172E-05,0.9250000000000005
-0.772127E-06,0.9500000000000005
-0.664954E-06,0.9750000000000005
-0.108275E-06,1.0000000000000004
-0.629225E-05,1.0250000000000004
-0.845175E-05,1.0500000000000003
-0.837827E-06,1.0750000000000002
-0.279852E-06,1.1
-0.172186E-05,1.125
-0.357013E-05,1.15
-0.321761E-05,1.1749999999999998
 0.763885E-05,1.1999999999999997
 0.122964E-06,1.2249999999999996
 0.470282E-05,1.2499999999999996
-0.798536E-06,1.2749999999999995
 0.958107E-06,1.2999999999999994
 0.772861E-05,1.3249999999999993
 0.140153E-05,1.3499999999999992
-0.128238E-05,1.3749999999999991
-0.584796E-05,1.399999999999999
 0.607101E-05,1.424999999999999
 0.155763E-05,1.4499999999999988
 0.504242E-05,1.4749999999999988
-0.836424E-05,1.4999999999999987
-0.734340E-05,1.5249999999999986
