acceleration,pas_du_temps
 0.101535E-03,0
 0.101060E-03,0.01
 0.100170E-03,0.02
 0.997505E-04,0.03
 0.988570E-04,0.04
 0.987726E-04,0.05
 0.973450E-04,0.060000000000000005
 0.967178E-04,0.07
 0.965985E-04,0.08
 0.958229E-04,0.09
 0.948421E-04,0.09999999999999999
 0.936256E-04,0.10999999999999999
 0.935150E-04,0.11999999999999998
 0.928569E-04,0.12999999999999998
 0.914821E-04,0.13999999999999999
 0.929169E-04,0.15
 0.901025E-04,0.16
 0.907516E-04,0.17
 0.897773E-04,0.18000000000000002
 0.877844E-04,0.19000000000000003
 0.857204E-04,0.20000000000000004
 0.846765E-04,0.21000000000000005
 0.862543E-04,0.22000000000000006
 0.875974E-04,0.23000000000000007
 0.835600E-04,0.24000000000000007
 0.867709E-04,0.25000000000000006
 0.847213E-04,0.26000000000000006
 0.832311E-04,0.2700000000000001
 0.867411E-04,0.2800000000000001
 0.652944E-04,0.2900000000000001
 0.847627E-04,0.3000000000000001
 0.803891E-04,0.3100000000000001
 0.735650E-04,0.3200000000000001
 0.979373E-04,0.3300000000000001
 0.606662E-04,0.34000000000000014
 0.805419E-04,0.35000000000000014
 0.685206E-04,0.36000000000000015
 0.667228E-04,0.37000000000000016
 0.919332E-04,0.38000000000000017
 0.580447E-04,0.3900000000000002
 0.910310E-04,0.4000000000000002
 0.662549E-04,0.4100000000000002
 0.676891E-04,0.4200000000000002
 0.826432E-04,0.4300000000000002
 0.443673E-04,0.4400000000000002
 0.928325E-04,0.45000000000000023
 0.478365E-04,0.46000000000000024
 0.617234E-04,0.47000000000000025
 0.966742E-04,0.48000000000000026
 0.352084E-04,0.49000000000000027
 0.758926E-04,0.5000000000000002
 0.635438E-04,0.5100000000000002
 0.558357E-04,0.5200000000000002
 0.669854E-04,0.5300000000000002
 0.688728E-04,0.5400000000000003
 0.744112E-04,0.5500000000000003
 0.314350E-04,0.5600000000000003
 0.416447E-04,0.5700000000000003
 0.558182E-04,0.5800000000000003
 0.711399E-04,0.5900000000000003
 0.605942E-04,0.6000000000000003
 0.738481E-04,0.6100000000000003
 0.512227E-04,0.6200000000000003
 0.410422E-04,0.6300000000000003
 0.764892E-04,0.6400000000000003
 0.676271E-04,0.6500000000000004
 0.270775E-04,0.6600000000000004
 0.660511E-05,0.6700000000000004
 0.118131E-03,0.6800000000000004
 0.569664E-04,0.6900000000000004
 0.194239E-04,0.7000000000000004
 0.729237E-04,0.7100000000000004
 0.490050E-04,0.7200000000000004
 0.575470E-04,0.7300000000000004
 0.369182E-04,0.7400000000000004
 0.719898E-04,0.7500000000000004
 0.403612E-04,0.7600000000000005
 0.353877E-04,0.7700000000000005
 0.363696E-04,0.7800000000000005
 0.525659E-04,0.7900000000000005
 0.225955E-04,0.8000000000000005
 0.618524E-04,0.8100000000000005
 0.775181E-04,0.8200000000000005
 0.149972E-04,0.8300000000000005
 0.110037E-03,0.8400000000000005
-0.155102E-04,0.8500000000000005
 0.544238E-04,0.8600000000000005
 0.152504E-04,0.8700000000000006
-0.139335E-04,0.8800000000000006
 0.882806E-04,0.8900000000000006
-0.425731E-04,0.9000000000000006
 0.118483E-03,0.9100000000000006
 0.903223E-04,0.9200000000000006
 0.518346E-04,0.9300000000000006
 0.160588E-04,0.9400000000000006
-0.157481E-04,0.9500000000000006
 0.498432E-04,0.9600000000000006
 0.140935E-04,0.9700000000000006
 0.554828E-04,0.9800000000000006
 0.477827E-04,0.9900000000000007
 0.908716E-04,1.0000000000000007
 0.125747E-04,1.0100000000000007
-0.225737E-04,1.0200000000000007
 0.743657E-04,1.0300000000000007
 0.162945E-04,1.0400000000000007
 0.596701E-05,1.0500000000000007
 0.986671E-04,1.0600000000000007
-0.117753E-03,1.0700000000000007
 0.238833E-05,1.0800000000000007
 0.151950E-03,1.0900000000000007
-0.555592E-04,1.1000000000000008
 0.161017E-03,1.1100000000000008
-0.662330E-04,1.1200000000000008
 0.196480E-04,1.1300000000000008
 0.170183E-03,1.1400000000000008
-0.152110E-03,1.1500000000000008
 0.196582E-04,1.1600000000000008
-0.733620E-04,1.1700000000000008
-0.820473E-05,1.1800000000000008
 0.224842E-04,1.1900000000000008
 0.108063E-04,1.2000000000000008
 0.147104E-03,1.2100000000000009
-0.188278E-04,1.2200000000000009
 0.147415E-03,1.2300000000000009
-0.236803E-04,1.2400000000000009
-0.133269E-03,1.2500000000000009
-0.334534E-04,1.260000000000001
-0.197797E-03,1.270000000000001
 0.756234E-04,1.280000000000001
 0.136078E-03,1.290000000000001
 0.103773E-03,1.300000000000001
 0.173804E-03,1.310000000000001
-0.493528E-04,1.320000000000001
-0.962755E-05,1.330000000000001
-0.109155E-03,1.340000000000001
-0.287461E-03,1.350000000000001
 0.930246E-04,1.360000000000001
 0.700878E-04,1.370000000000001
 0.358079E-04,1.380000000000001
 0.141573E-03,1.390000000000001
-0.136725E-03,1.400000000000001
 0.957836E-04,1.410000000000001
-0.728352E-04,1.420000000000001
-0.167463E-03,1.430000000000001
 0.185549E-03,1.440000000000001
-0.237022E-03,1.450000000000001
 0.100251E-03,1.460000000000001
 0.616601E-04,1.470000000000001
-0.275258E-03,1.480000000000001
 0.374843E-03,1.490000000000001
-0.171154E-03,1.500000000000001
-0.353881E-04,1.5100000000000011
 0.254167E-03,1.5200000000000011
-0.280992E-03,1.5300000000000011
 0.123575E-03,1.5400000000000011
-0.186405E-03,1.5500000000000012
-0.782398E-04,1.5600000000000012
 0.686210E-04,1.5700000000000012
-0.200415E-03,1.5800000000000012
 0.207349E-03,1.5900000000000012
-0.928543E-04,1.6000000000000012
-0.466534E-05,1.6100000000000012
 0.179233E-03,1.6200000000000012
-0.159911E-03,1.6300000000000012
 0.307125E-04,1.6400000000000012
-0.916334E-05,1.6500000000000012
-0.111280E-03,1.6600000000000013
 0.884997E-04,1.6700000000000013
-0.175790E-03,1.6800000000000013
-0.151276E-03,1.6900000000000013
 0.208966E-05,1.7000000000000013
-0.139445E-03,1.7100000000000013
 0.436719E-04,1.7200000000000013
-0.141858E-03,1.7300000000000013
-0.170269E-03,1.7400000000000013
 0.159183E-03,1.7500000000000013
 0.268425E-04,1.7600000000000013
 0.197528E-04,1.7700000000000014
-0.155022E-04,1.7800000000000014
-0.253986E-03,1.7900000000000014
 0.105926E-03,1.8000000000000014
-0.553686E-04,1.8100000000000014
-0.346520E-03,1.8200000000000014
 0.277563E-03,1.8300000000000014
-0.899325E-04,1.8400000000000014
-0.305257E-03,1.8500000000000014
 0.487751E-04,1.8600000000000014
-0.269851E-04,1.8700000000000014
 0.240556E-03,1.8800000000000014
-0.183514E-04,1.8900000000000015
-0.458749E-04,1.9000000000000015
 0.519056E-04,1.9100000000000015
-0.414120E-03,1.9200000000000015
-0.170839E-05,1.9300000000000015
-0.149611E-03,1.9400000000000015
-0.301153E-03,1.9500000000000015
 0.341271E-03,1.9600000000000015
-0.120468E-03,1.9700000000000015
-0.165166E-03,1.9800000000000015
-0.300875E-04,1.9900000000000015
-0.352098E-04,2.0000000000000013
 0.191128E-03,2.010000000000001
-0.365815E-03,2.020000000000001
-0.154262E-03,2.0300000000000007
-0.218267E-03,2.0400000000000005
-0.499055E-03,2.0500000000000003
 0.757747E-04,2.06
 0.177424E-03,2.07
 0.371481E-04,2.0799999999999996
-0.299508E-03,2.0899999999999994
 0.180642E-03,2.099999999999999
 0.152355E-03,2.109999999999999
-0.340891E-03,2.1199999999999988
 0.181184E-03,2.1299999999999986
-0.382400E-03,2.1399999999999983
-0.183997E-03,2.149999999999998
-0.765431E-06,2.159999999999998
-0.154411E-03,2.1699999999999977
 0.444660E-03,2.1799999999999975
-0.249152E-03,2.1899999999999973
-0.229018E-04,2.199999999999997
 0.627479E-04,2.209999999999997
-0.412470E-03,2.2199999999999966
-0.130590E-03,2.2299999999999964
-0.116767E-03,2.239999999999996
-0.639964E-04,2.249999999999996
-0.373668E-03,2.259999999999996
 0.106942E-03,2.2699999999999956
 0.346071E-03,2.2799999999999954
-0.397969E-03,2.289999999999995
 0.191395E-03,2.299999999999995
 0.872882E-04,2.3099999999999947
-0.461308E-03,2.3199999999999945
-0.117037E-03,2.3299999999999943
-0.185463E-03,2.339999999999994
 0.251112E-03,2.349999999999994
-0.295116E-03,2.3599999999999937
 0.270361E-04,2.3699999999999934
 0.712426E-04,2.3799999999999932
-0.932896E-03,2.389999999999993
 0.548581E-03,2.399999999999993
 0.586791E-04,2.4099999999999926
-0.164202E-03,2.4199999999999924
-0.255460E-03,2.429999999999992
-0.403837E-03,2.439999999999992
 0.756007E-03,2.4499999999999917
-0.508079E-03,2.4599999999999915
-0.220173E-03,2.4699999999999913
-0.139390E-03,2.479999999999991
-0.325937E-03,2.489999999999991
 0.233886E-03,2.4999999999999907
-0.191342E-03,2.5099999999999905
 0.154651E-03,2.5199999999999902
-0.412318E-03,2.52999999999999
-0.276216E-03,2.53999999999999
 0.334403E-03,2.5499999999999896
-0.669752E-04,2.5599999999999894
-0.310469E-03,2.569999999999989
-0.859291E-04,2.579999999999989
 0.291837E-03,2.5899999999999888
-0.165432E-03,2.5999999999999885
 0.147699E-03,2.6099999999999883
 0.170060E-03,2.619999999999988
-0.523821E-03,2.629999999999988
 0.144239E-04,2.6399999999999877
-0.128121E-03,2.6499999999999875
 0.322172E-04,2.6599999999999873
 0.169988E-04,2.669999999999987
-0.644018E-03,2.679999999999987
 0.257959E-03,2.6899999999999866
-0.355512E-03,2.6999999999999864
-0.222327E-03,2.709999999999986
 0.311004E-04,2.719999999999986
-0.947840E-03,2.7299999999999858
 0.421461E-03,2.7399999999999856
-0.197010E-03,2.7499999999999853
-0.142169E-03,2.759999999999985
 0.340749E-03,2.769999999999985
-0.898930E-03,2.7799999999999847
 0.757087E-03,2.7899999999999845
-0.286964E-05,2.7999999999999843
-0.141311E-03,2.809999999999984
 0.218459E-03,2.819999999999984
-0.141822E-02,2.8299999999999836
 0.662782E-03,2.8399999999999834
-0.358481E-03,2.849999999999983
-0.286674E-03,2.859999999999983
 0.684435E-03,2.869999999999983
-0.847039E-03,2.8799999999999826
 0.115866E-02,2.8899999999999824
-0.856607E-03,2.899999999999982
-0.166608E-03,2.909999999999982
 0.780617E-03,2.9199999999999817
-0.212235E-02,2.9299999999999815
 0.700508E-03,2.9399999999999813
-0.212790E-03,2.949999999999981
-0.208172E-04,2.959999999999981
 0.674659E-03,2.9699999999999807
-0.611981E-03,2.9799999999999804
 0.752669E-03,2.9899999999999802
-0.108857E-02,2.99999999999998
 0.234842E-03,3.00999999999998
-0.559979E-03,3.0199999999999796
-0.919131E-03,3.0299999999999794
 0.111662E-02,3.039999999999979
-0.922689E-03,3.049999999999979
 0.517664E-03,3.0599999999999787
-0.502043E-03,3.0699999999999785
-0.374783E-03,3.0799999999999783
 0.746617E-03,3.089999999999978
-0.115072E-02,3.099999999999978
 0.821062E-03,3.1099999999999777
-0.265318E-04,3.1199999999999775
-0.958180E-03,3.1299999999999772
 0.105237E-03,3.139999999999977
-0.622640E-04,3.149999999999977
 0.469277E-03,3.1599999999999766
-0.169979E-03,3.1699999999999764
-0.554972E-03,3.179999999999976
 0.491478E-03,3.189999999999976
