acceleration,pas_du_temps
-0.410335E-04,0
-0.407974E-04,0.01
-0.409520E-04,0.02
-0.409898E-04,0.03
-0.409666E-04,0.04
-0.410408E-04,0.05
-0.409142E-04,0.060000000000000005
-0.412192E-04,0.07
-0.412725E-04,0.08
-0.411834E-04,0.09
-0.412751E-04,0.09999999999999999
-0.413798E-04,0.10999999999999999
-0.414322E-04,0.11999999999999998
-0.414875E-04,0.12999999999999998
-0.414933E-04,0.13999999999999999
-0.417211E-04,0.15
-0.412532E-04,0.16
-0.413973E-04,0.17
-0.416185E-04,0.18000000000000002
-0.414077E-04,0.19000000000000003
-0.415981E-04,0.20000000000000004
-0.414089E-04,0.21000000000000005
-0.411354E-04,0.22000000000000006
-0.418629E-04,0.23000000000000007
-0.421860E-04,0.24000000000000007
-0.420798E-04,0.25000000000000006
-0.423810E-04,0.26000000000000006
-0.411877E-04,0.2700000000000001
-0.410946E-04,0.2800000000000001
-0.420376E-04,0.2900000000000001
-0.419619E-04,0.3000000000000001
-0.434222E-04,0.3100000000000001
-0.431319E-04,0.3200000000000001
-0.409214E-04,0.3300000000000001
-0.415849E-04,0.34000000000000014
-0.414089E-04,0.35000000000000014
-0.408676E-04,0.36000000000000015
-0.434840E-04,0.37000000000000016
-0.430853E-04,0.38000000000000017
-0.419248E-04,0.3900000000000002
-0.420521E-04,0.4000000000000002
-0.424858E-04,0.4100000000000002
-0.441680E-04,0.4200000000000002
-0.435230E-04,0.4300000000000002
-0.397675E-04,0.4400000000000002
-0.433443E-04,0.45000000000000023
-0.460888E-04,0.46000000000000024
-0.420165E-04,0.47000000000000025
-0.420601E-04,0.48000000000000026
-0.419153E-04,0.49000000000000027
-0.411965E-04,0.5000000000000002
-0.435117E-04,0.5100000000000002
-0.457498E-04,0.5200000000000002
-0.424072E-04,0.5300000000000002
-0.402011E-04,0.5400000000000003
-0.458604E-04,0.5500000000000003
-0.456275E-04,0.5600000000000003
-0.410131E-04,0.5700000000000003
-0.432075E-04,0.5800000000000003
-0.428437E-04,0.5900000000000003
-0.383239E-04,0.6000000000000003
-0.431784E-04,0.6100000000000003
-0.462343E-04,0.6200000000000003
-0.368047E-04,0.6300000000000003
-0.410189E-04,0.6400000000000003
-0.433640E-04,0.6500000000000004
-0.408530E-04,0.6600000000000004
-0.429442E-04,0.6700000000000004
-0.418237E-04,0.6800000000000004
-0.491913E-04,0.6900000000000004
-0.446315E-04,0.7000000000000004
-0.379689E-04,0.7100000000000004
-0.494969E-04,0.7200000000000004
-0.494696E-04,0.7300000000000004
-0.420448E-04,0.7400000000000004
-0.418921E-04,0.7500000000000004
-0.470660E-04,0.7600000000000005
-0.448985E-04,0.7700000000000005
-0.398039E-04,0.7800000000000005
-0.497632E-04,0.7900000000000005
-0.471278E-04,0.8000000000000005
-0.370419E-04,0.8100000000000005
-0.498956E-04,0.8200000000000005
-0.434753E-04,0.8300000000000005
-0.410597E-04,0.8400000000000005
-0.520027E-04,0.8500000000000005
-0.358123E-04,0.8600000000000005
-0.395783E-04,0.8700000000000006
-0.486820E-04,0.8800000000000006
-0.459724E-04,0.8900000000000006
-0.418164E-04,0.9000000000000006
-0.358064E-04,0.9100000000000006
-0.472035E-04,0.9200000000000006
-0.499102E-04,0.9300000000000006
-0.420512E-04,0.9400000000000006
-0.451109E-04,0.9500000000000006
-0.471249E-04,0.9600000000000006
-0.348955E-04,0.9700000000000006
-0.389526E-04,0.9800000000000006
-0.568863E-04,0.9900000000000007
-0.522879E-04,1.0000000000000007
-0.383559E-04,1.0100000000000007
-0.461776E-04,1.0200000000000007
-0.649568E-04,1.0300000000000007
-0.436383E-04,1.0400000000000007
-0.389293E-04,1.0500000000000007
-0.599903E-04,1.0600000000000007
-0.459884E-04,1.0700000000000007
-0.392029E-04,1.0800000000000007
-0.491738E-04,1.0900000000000007
-0.622123E-04,1.1000000000000008
-0.530781E-04,1.1100000000000008
